1.63,7732
0.71,5400
1.19,7258
0.9,6017
1.2,9099
0.98,5965
1.4,5632
1.07,4989
1.16,8271
1.59,9260
2.43,13798
0.93,8752
1.01,5956
2.17,8880
1.27,7436
0.72,11626
0.95,5626
1.82,8036
1.01,8450
0.74,5244
